level,parent_2d_code,parent_2d_label,code,label,jobs_2023,salary_mean_annual_gross_2018,contracts_2025,demandants_2025,unemployed_2025,ai_exposure,ai_confidence,source_url
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7614,"Trabajadores de la cerámica, alfareros y afines",,,1436,1374,815,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7614-Trabajadores-de-la-cer-mica--alfareros-y-afines~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7615,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio",,,644,159,102,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7615-Sopladores--modeladores--laminadores--cortadores-y-pulidores-de-vidrio~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7616,"Rotulistas, grabadores de vidrio, pintores decorativos de artículos diversos",,,1113,1560,971,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7616-Rotulistas--grabadores-de-vidrio--pintores-decorativos-de-art-culos-diversos~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7617,Artesanos en madera y materiales similares,,,283,293,164,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7617-Artesanos-en-madera-y-materiales-similares~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7618,"Artesanos en tejidos, cueros y materiales similares, preparadores de fibra y tejedores con telares artesanos o de tejidos de punto y afines",,,2921,1671,1029,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7618-Artesanos-en-tejidos--cueros-y-materiales-similares--preparadores-de-fibra-y-tejedores-con-telares-artesanos-o-de-tejidos-de-punto-y-afines~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7619,Artesanos no clasificados bajo otros epígrafes,,,2489,270,162,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7619-Artesanos-no-clasificados-bajo-otros-ep-grafes~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7621,Trabajadores de procesos de preimpresión,,,1413,589,386,5,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7621-Trabajadores-de-procesos-de-preimpresi-n~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7622,Trabajadores de procesos de impresión,,,5741,3378,2188,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7622-Trabajadores-de-procesos-de-impresi-n~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7623,Trabajadores de procesos de encuadernación,,,958,877,584,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7623-Trabajadores-de-procesos-de-encuadernaci-n~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7701,Matarifes y trabajadores de las industrias cárnicas,,,49620,7940,4879,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7701-Matarifes-y-trabajadores-de-las-industrias-c-rnicas~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7702,Trabajadores de las industrias del pescado,,,14559,2820,944,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7702-Trabajadores-de-las-industrias-del-pescado~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7703,"Panaderos, pasteleros y confiteros",,,32424,10084,5823,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7703-Panaderos--pasteleros-y-confiteros~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7704,Trabajadores del tratamiento de la leche y elaboración de productos lácteos (incluidos helados),,,8295,633,341,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7704-Trabajadores-del-tratamiento-de-la-leche-y-elaboraci-n-de-productos-l-cteos--incluidos-helados-~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7705,Trabajadores conserveros de frutas y hortalizas y trabajadores de la elaboración de bebidas no alcohólicas,,,37563,14952,5092,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7705-Trabajadores-conserveros-de-frutas-y-hortalizas-y-trabajadores-de-la-elaboraci-n-de-bebidas-no-alcoh-licas~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7706,Trabajadores de la elaboración de bebidas alcohólicas distintas del vino,,,904,117,71,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7706-Trabajadores-de-la-elaboraci-n-de-bebidas-alcoh-licas-distintas-del-vino~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7707,Trabajadores de la elaboración del vino,,,4741,635,326,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7707-Trabajadores-de-la-elaboraci-n-del-vino~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7708,Preparadores y elaboradores del tabaco y sus productos,,,200,123,47,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7708-Preparadores-y-elaboradores-del-tabaco-y-sus-productos~.html
4d,77,"Trabajadores de la industria de la alimentación, bebidas y tabaco",7709,Catadores y clasificadores de alimentos y bebidas,,,5141,1071,432,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7709-Catadores-y-clasificadores-de-alimentos-y-bebidas~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7811,Trabajadores del tratamiento de la madera,,,4598,366,191,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7811-Trabajadores-del-tratamiento-de-la-madera~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7812,Ajustadores y operadores de máquinas para trabajar la madera,,,2037,1347,804,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7812-Ajustadores-y-operadores-de-m-quinas-para-trabajar-la-madera~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7820,Ebanistas y trabajadores afines,,,3065,2666,1689,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7820-Ebanistas-y-trabajadores-afines~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7831,"Sastres, modistos, peleteros y sombrereros",,,3448,6108,3471,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7831-Sastres--modistos--peleteros-y-sombrereros~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7832,Patronistas para productos en textil y piel,,,779,1146,740,8,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7832-Patronistas-para-productos-en-textil-y-piel~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7833,"Cortadores de tejidos, cuero, piel y otros materiales",,,640,978,642,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7833-Cortadores-de-tejidos--cuero--piel-y-otros-materiales~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7834,"Costureros a mano, bordadores y afines",,,3142,5595,3097,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7834-Costureros-a-mano--bordadores-y-afines~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7835,"Tapiceros, colchoneros y afines",,,2845,1894,1221,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7835-Tapiceros--colchoneros-y-afines~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7836,Curtidores y preparadores de pieles,,,660,112,69,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7836-Curtidores-y-preparadores-de-pieles~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7837,Zapateros y afines,,,5680,4902,2097,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7837-Zapateros-y-afines~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7891,Buceadores,,,2928,606,228,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7891-Buceadores~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7892,Pegadores,,,80,106,60,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7892-Pegadores~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7893,"Clasificadores y probadores de productos (excepto alimentos, bebidas y tabaco)",,,590,961,625,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7893-Clasificadores-y-probadores-de-productos--excepto-alimentos--bebidas-y-tabaco-~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7894,Fumigadores y otros controladores de plagas y malas hierbas,,,2246,300,159,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7894-Fumigadores-y-otros-controladores-de-plagas-y-malas-hierbas~.html
4d,78,"Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",7899,"Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes",,,154738,234,147,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7899-Oficiales--operarios-y-artesanos-de-otros-oficios-no-clasificados-bajo-otros-ep-grafes~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8111,Mineros y otros operadores en instalaciones mineras,,,1015,2179,292,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8111-Mineros-y-otros-operadores-en-instalaciones-mineras~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8112,Operadores en instalaciones para la preparación de minerales y rocas,,,1180,961,624,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8112-Operadores-en-instalaciones-para-la-preparaci-n-de-minerales-y-rocas~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8113,Sondistas y trabajadores afines,,,853,306,190,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8113-Sondistas-y-trabajadores-afines~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8114,Operadores de maquinaria para fabricar productos derivados de minerales no metálicos,,,3607,736,465,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8114-Operadores-de-maquinaria-para-fabricar-productos-derivados-de-minerales-no-met-licos~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8121,Operadores en instalaciones para la obtención y transformación de metales,,,68474,1430,660,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8121-Operadores-en-instalaciones-para-la-obtenci-n-y-transformaci-n-de-metales~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales",,,2802,599,317,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8122-Operadores-de-m-quinas-pulidoras--galvanizadoras-y-recubridoras-de-metales~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8131,Operadores en plantas industriales químicas,,,16455,1423,864,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8131-Operadores-en-plantas-industriales-qu-micas~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8132,"Operadores de máquinas para fabricar productos farmacéuticos, cosméticos y afines",,,6960,611,383,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8132-Operadores-de-m-quinas-para-fabricar-productos-farmac-uticos--cosm-ticos-y-afines~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8133,Operadores de laboratorios fotográficos y afines,,,714,931,597,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8133-Operadores-de-laboratorios-fotogr-ficos-y-afines~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8141,Operadores de máquinas para fabricar productos de caucho y derivados de resinas naturales,,,2340,783,466,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8141-Operadores-de-m-quinas-para-fabricar-productos-de-caucho-y-derivados-de-resinas-naturales~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8142,Operadores de máquinas para fabricar productos de material plástico,,,11826,3434,2041,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8142-Operadores-de-m-quinas-para-fabricar-productos-de-material-pl-stico~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8143,Operadores de máquinas para fabricar productos de papel y cartón,,,27220,685,406,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8143-Operadores-de-m-quinas-para-fabricar-productos-de-papel-y-cart-n~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8144,"Operadores de serrerías, de máquinas de fabricación de tableros y de instalaciones afines para el tratamiento de la madera y el corcho",,,1993,630,356,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8144-Operadores-de-serrer-as--de-m-quinas-de-fabricaci-n-de-tableros-y-de-instalaciones-afines-para-el-tratamiento-de-la-madera-y-el-corcho~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8145,Operadores en instalaciones para la preparación de pasta de papel y fabricación de papel,,,1521,393,255,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8145-Operadores-en-instalaciones-para-la-preparaci-n-de-pasta-de-papel-y-fabricaci-n-de-papel~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8151,"Operadores de máquinas para preparar fibras, hilar y devanar",,,1441,1183,766,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8151-Operadores-de-m-quinas-para-preparar-fibras--hilar-y-devanar~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8152,Operadores de telares y otras máquinas tejedoras,,,920,1608,1036,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8152-Operadores-de-telares-y-otras-m-quinas-tejedoras~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8153,Operadores de máquinas de coser y bordar,,,3051,17556,10490,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8153-Operadores-de-m-quinas-de-coser-y-bordar~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8154,"Operadores de máquinas de blanquear, teñir, estampar y acabar textiles",,,1227,2390,1535,3,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8154-Operadores-de-m-quinas-de-blanquear--te-ir--estampar-y-acabar-textiles~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8155,Operadores de máquinas para tratar pieles y cuero,,,306,249,149,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8155-Operadores-de-m-quinas-para-tratar-pieles-y-cuero~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8156,"Operadores de máquinas para la fabricación del calzado, marroquinería y guantería de piel",,,2514,7523,3015,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8156-Operadores-de-m-quinas-para-la-fabricaci-n-del-calzado--marroquiner-a-y-guanter-a-de-piel~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8159,Operadores de máquinas para fabricar productos textiles no clasificados bajo otros epígrafes,,,4641,192,109,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8159-Operadores-de-m-quinas-para-fabricar-productos-textiles-no-clasificados-bajo-otros-ep-grafes~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8160,"Operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco",,,44399,3171,1618,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8160-Operadores-de-m-quinas-para-elaborar-productos-alimenticios--bebidas-y-tabaco~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8170,Operadores de máquinas de lavandería y tintorería,,,13105,2646,1486,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8170-Operadores-de-m-quinas-de-lavander-a-y-tintorer-a~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8191,Operadores de hornos e instalaciones de vidriería y cerámica,,,4052,2847,1421,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8191-Operadores-de-hornos-e-instalaciones-de-vidrier-a-y-cer-mica~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8192,Operadores de calderas y máquinas de vapor,,,868,207,101,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8192-Operadores-de-calderas-y-m-quinas-de-vapor~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8193,"Operadores de máquinas de embalaje, embotellamiento y etiquetado",,,24307,4126,1954,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8193-Operadores-de-m-quinas-de-embalaje--embotellamiento-y-etiquetado~.html
4d,81,Operadores de instalaciones y maquinaria fijas,8199,Operadores de instalaciones y maquinaria fijas no clasificados bajo otros epígrafes,,,19340,302,188,2,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8199-Operadores-de-instalaciones-y-maquinaria-fijas-no-clasificados-bajo-otros-ep-grafes~.html
4d,82,Montadores y ensambladores en fábricas,8201,Ensambladores de maquinaria mecánica,,,11856,4357,1897,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8201-Ensambladores-de-maquinaria-mec-nica~.html
4d,82,Montadores y ensambladores en fábricas,8202,Ensambladores de equipos eléctricos y electrónicos,,,8518,5929,3614,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8202-Ensambladores-de-equipos-el-ctricos-y-electr-nicos~.html
4d,82,Montadores y ensambladores en fábricas,8209,Montadores y ensambladores no clasificados en otros epígrafes,,,55131,8087,4142,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8209-Montadores-y-ensambladores-no-clasificados-en-otros-ep-grafes~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8311,Maquinistas de locomotoras,,,1557,1564,575,4,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8311-Maquinistas-de-locomotoras~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8312,Agentes de maniobras ferroviarias,,,95,39,23,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8312-Agentes-de-maniobras-ferroviarias~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8321,Operadores de maquinaria agrícola móvil,,,36490,2012,689,2,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8321-Operadores-de-maquinaria-agr-cola-m-vil~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8322,Operadores de maquinaria forestal móvil,,,2586,152,72,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8322-Operadores-de-maquinaria-forestal-m-vil~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8331,Operadores de maquinaria de movimientos de tierras y equipos similares,,,17207,5310,3145,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8331-Operadores-de-maquinaria-de-movimientos-de-tierras-y-equipos-similares~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8332,"Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales",,,27647,5107,2797,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8332-Operadores-de-gr-as--montacargas-y-de-maquinaria-similar-de-movimiento-de-materiales~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8333,Operadores de carretillas elevadoras,,,72231,12126,6186,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8333-Operadores-de-carretillas-elevadoras~.html
4d,83,"Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros",8340,"Marineros de puente, marineros de máquinas y afines",,,9582,2263,836,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8340-Marineros-de-puente--marineros-de-m-quinas-y-afines~.html
4d,84,Conductores de vehículos para el transporte urbano o por carretera,8411,"Conductores propietarios de automóviles, taxis y furgonetas",,,5108,365,207,2,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8411-Conductores-propietarios-de-autom-viles--taxis-y-furgonetas~.html
4d,84,Conductores de vehículos para el transporte urbano o por carretera,8412,"Conductores asalariados de automóviles, taxis y furgonetas",,,195324,43738,25536,2,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8412-Conductores-asalariados-de-autom-viles--taxis-y-furgonetas~.html
4d,84,Conductores de vehículos para el transporte urbano o por carretera,8420,Conductores de autobuses y tranvías,,,63302,4772,1860,3,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8420-Conductores-de-autobuses-y-tranv-as~.html
4d,84,Conductores de vehículos para el transporte urbano o por carretera,8431,Conductores propietarios de camiones,,,11246,1221,718,2,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8431-Conductores-propietarios-de-camiones~.html
